model,board,dataset,score,exact_input_support,mapped_points,rejected_points,continued_points
refit-srgb-100-reject,measurement,macadam1942,0.2710390341809151,False,0,300,0
refit-srgb-100-reject,measurement,luo_rigg_ellipses,0.24298476966904253,False,0,605,0
refit-srgb-100-reject,measurement,alder1982,0.26138469110787566,False,0,364,0
refit-srgb-100-reject,measurement,regan_1994_cvd_ellipses,0.18801742105870295,False,0,8,0
refit-srgb-100-reject,measurement,koenderink_2026_3d_metric_field,0.3359466849456233,True,0,0,0
refit-srgb-100-reject,measurement,brown_1957_12obs_ellipsoids,,False,0,396,0
refit-srgb-100-reject,measurement,wyszecki_fielder_1971_ellipsoids,0.2829208592716034,False,0,278,0
refit-srgb-100-reject,measurement,brown_macadam_1949_ellipsoids,,False,0,1045,0
refit-srgb-100-reject,measurement,huang_2012_cielab_ellipses,0.309925054131158,False,0,34,0
refit-srgb-100-reject,measurement,berns_1991_rit_dupont_tolerance_vectors,0.33891788458996114,False,0,16,0
refit-srgb-100-reject,measurement,hong_2025_ellipsoids,0.2652941226895398,True,0,0,0
refit-srgb-100-reject,measurement,bfd,28.223624101431703,False,,,
refit-srgb-100-reject,measurement,leeds,25.821341540870463,True,,,
refit-srgb-100-reject,measurement,witt,21.060954323931828,False,,,
refit-srgb-100-reject,measurement,rit,26.390618946571198,False,,,
refit-srgb-100-reject,measurement,macadam,25.734213442271198,False,0,3,0
