model,board,dataset,score,exact_input_support,mapped_points,rejected_points,continued_points
relative-candidate-full-100-clip,measurement,brown_1957_12obs_ellipsoids,0.41011660155679025,False,191,0,80
relative-candidate-full-100-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.3627095415822654,False,41,0,0
relative-candidate-full-100-clip,measurement,brown_macadam_1949_ellipsoids,0.3724213267973987,False,378,0,187
relative-candidate-full-100-clip,measurement,huang_2012_cielab_ellipses,0.330893695374185,True,0,0,0
relative-candidate-full-100-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.41882605533312417,True,0,0,0
relative-candidate-full-100-clip,measurement,hong_2025_ellipsoids,0.30102151176924336,True,0,0,0
relative-candidate-full-100-clip,measurement,bfd,40.195462791681685,True,,,
relative-candidate-full-100-clip,measurement,leeds,34.71062475160731,True,,,
relative-candidate-full-100-clip,measurement,witt,27.310520288790848,True,,,
relative-candidate-full-100-clip,measurement,rit,37.01065839782467,True,,,
relative-candidate-full-100-clip,measurement,macadam,36.94111952409235,True,0,0,0
relative-candidate-full-300-reject,generation,hung_berns,,False,0,5,0
relative-candidate-full-300-reject,generation,ebner_fairchild,2.242868894705369,True,0,0,0
relative-candidate-full-300-reject,generation,munsell,3.8162200642434128,True,0,0,0
relative-candidate-full-300-reject,generation,xiao_unique_hues,1.7425659709829704,True,0,0,0
relative-candidate-full-300-reject,generation,osa_ucs_1974,0.3349801497795754,True,0,0,0
relative-candidate-full-300-reject,measurement,macadam1942,0.3578523847402941,True,0,0,25
relative-candidate-full-300-reject,measurement,luo_rigg_ellipses,0.29229300012959775,True,0,0,0
relative-candidate-full-300-reject,measurement,alder1982,0.32532714464750784,True,0,0,15
relative-candidate-full-300-reject,measurement,regan_1994_cvd_ellipses,0.3013230656846006,True,0,0,0
relative-candidate-full-300-reject,measurement,koenderink_2026_3d_metric_field,0.38929701948349477,True,0,0,0
relative-candidate-full-300-reject,measurement,brown_1957_12obs_ellipsoids,0.45882355007194725,False,0,191,29
relative-candidate-full-300-reject,measurement,wyszecki_fielder_1971_ellipsoids,0.3658750315167181,False,0,41,0
relative-candidate-full-300-reject,measurement,brown_macadam_1949_ellipsoids,0.34456666754868026,False,0,378,138
relative-candidate-full-300-reject,measurement,huang_2012_cielab_ellipses,0.330893695374185,True,0,0,0
relative-candidate-full-300-reject,measurement,berns_1991_rit_dupont_tolerance_vectors,0.41882605533312417,True,0,0,0
relative-candidate-full-300-reject,measurement,hong_2025_ellipsoids,0.30102151176924336,True,0,0,0
relative-candidate-full-300-reject,measurement,bfd,40.195462791681685,True,,,
relative-candidate-full-300-reject,measurement,leeds,34.71062475160731,True,,,
relative-candidate-full-300-reject,measurement,witt,27.310520288790848,True,,,
relative-candidate-full-300-reject,measurement,rit,37.01065839782467,True,,,
relative-candidate-full-300-reject,measurement,macadam,36.94111952409235,True,0,0,0
relative-candidate-srgb-300-clip,generation,hung_berns,,False,0,78,0
relative-candidate-srgb-300-clip,generation,ebner_fairchild,,False,0,70,0
relative-candidate-srgb-300-clip,generation,munsell,,False,0,1232,0
relative-candidate-srgb-300-clip,generation,xiao_unique_hues,1.7425659709829557,True,0,0,0
relative-candidate-srgb-300-clip,generation,osa_ucs_1974,0.23667107830901032,False,0,19,0
relative-candidate-srgb-300-clip,measurement,macadam1942,0.3124384532774095,False,0,300,0
relative-candidate-srgb-300-clip,measurement,luo_rigg_ellipses,0.2485582089730853,False,0,605,0
relative-candidate-srgb-300-clip,measurement,alder1982,0.24281497203942431,False,0,364,0
relative-candidate-srgb-300-clip,measurement,regan_1994_cvd_ellipses,0.25357869869305605,False,0,8,0
relative-candidate-srgb-300-clip,measurement,koenderink_2026_3d_metric_field,0.33215090576871475,True,0,0,0
relative-candidate-srgb-300-clip,measurement,brown_1957_12obs_ellipsoids,,False,0,396,0
relative-candidate-srgb-300-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.30560815347919223,False,0,278,0
relative-candidate-srgb-300-clip,measurement,brown_macadam_1949_ellipsoids,,False,0,1045,0
relative-candidate-srgb-300-clip,measurement,huang_2012_cielab_ellipses,0.30188301005443485,False,0,34,0
relative-candidate-srgb-300-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.33701366547602357,False,0,16,0
relative-candidate-srgb-300-clip,measurement,hong_2025_ellipsoids,0.24162228382509707,True,0,0,0
relative-candidate-srgb-300-clip,measurement,bfd,29.04693843041898,False,,,
relative-candidate-srgb-300-clip,measurement,leeds,26.48336259781593,True,,,
relative-candidate-srgb-300-clip,measurement,witt,24.689222730090442,False,,,
relative-candidate-srgb-300-clip,measurement,rit,28.476497152413106,False,,,
relative-candidate-srgb-300-clip,measurement,macadam,25.63959401935666,False,0,3,0
relative-candidate-srgb-100-clip,generation,hung_berns,,False,0,78,0
relative-candidate-srgb-100-clip,generation,ebner_fairchild,,False,0,70,0
relative-candidate-srgb-100-clip,generation,munsell,,False,0,1232,0
relative-candidate-srgb-100-clip,generation,xiao_unique_hues,1.7425659709829557,True,0,0,0
relative-candidate-srgb-100-clip,generation,osa_ucs_1974,0.23667107830901032,False,0,19,0
relative-candidate-srgb-100-clip,measurement,macadam1942,0.3124384532774095,False,0,300,0
relative-candidate-srgb-100-clip,measurement,luo_rigg_ellipses,0.2485582089730853,False,0,605,0
relative-candidate-srgb-100-clip,measurement,alder1982,0.24281497203942431,False,0,364,0
relative-candidate-srgb-100-clip,measurement,regan_1994_cvd_ellipses,0.25357869869305605,False,0,8,0
relative-candidate-srgb-100-clip,measurement,koenderink_2026_3d_metric_field,0.33215090576871475,True,0,0,0
relative-candidate-srgb-100-clip,measurement,brown_1957_12obs_ellipsoids,,False,0,396,0
relative-candidate-srgb-100-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.30560815347919223,False,0,278,0
relative-candidate-srgb-100-clip,measurement,brown_macadam_1949_ellipsoids,,False,0,1045,0
relative-candidate-srgb-100-clip,measurement,huang_2012_cielab_ellipses,0.30188301005443485,False,0,34,0
relative-candidate-srgb-100-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.33701366547602357,False,0,16,0
relative-candidate-srgb-100-clip,measurement,hong_2025_ellipsoids,0.24162228382509707,True,0,0,0
relative-candidate-srgb-100-clip,measurement,bfd,29.04693843041898,False,,,
relative-candidate-srgb-100-clip,measurement,leeds,26.48336259781593,True,,,
relative-candidate-srgb-100-clip,measurement,witt,24.689222730090442,False,,,
relative-candidate-srgb-100-clip,measurement,rit,28.476497152413106,False,,,
relative-candidate-srgb-100-clip,measurement,macadam,25.63959401935666,False,0,3,0
